round,accuracy,self,enemy
382,0.1388888888888889,walls,both
385,0.27586206896551724,walls,both
387,0.20689655172413793,walls,both
389,0.45161290322580644,walls,both
390,0.46153846153846156,walls,both
392,0.25,walls,both
395,0.15789473684210525,walls,both
397,0.1875,walls,both
398,0.2,walls,both
400,0.07692307692307693,walls,both
401,0.24489795918367346,walls,both
402,0.21212121212121213,walls,both
403,0.2631578947368421,walls,both
405,0.5714285714285714,walls,both
406,0.2,walls,both
407,0.08333333333333333,walls,both
408,0.3076923076923077,walls,both
409,0.25,walls,both
410,0.36666666666666664,walls,both
411,0.12121212121212122,walls,both
412,0.3333333333333333,walls,both
413,0.2222222222222222,walls,both
414,0.034482758620689655,walls,both
415,0.3125,walls,both
417,0.13636363636363635,walls,both
418,0.5263157894736842,walls,both
419,0.27906976744186046,walls,both
421,0.21428571428571427,walls,both
423,0.13043478260869565,walls,both
424,0.14285714285714285,walls,both
425,0.16129032258064516,walls,both
426,0.25,walls,both
427,0.25,walls,both
428,0.08695652173913043,walls,both
429,0.21621621621621623,walls,both
431,0.19047619047619047,walls,both
432,0.36363636363636365,walls,both
433,0.4318181818181818,walls,both
434,0.1875,walls,both
435,0.48,walls,both
436,0.25,walls,both
437,0.17391304347826086,walls,both
438,0.08,walls,both
439,0.17142857142857143,walls,both
440,0.7647058823529411,walls,both
441,0.4,walls,both
442,0.15384615384615385,walls,both
444,0.6666666666666666,walls,both
446,0.045454545454545456,walls,both
447,0.42424242424242425,walls,both
448,0.2222222222222222,walls,both
449,0.14285714285714285,walls,both
450,0.5238095238095238,walls,both
451,0.23404255319148937,walls,both
452,0.2857142857142857,walls,both
454,0.3684210526315789,walls,both
455,0.09090909090909091,walls,both
457,0.37142857142857144,walls,both
460,0.3333333333333333,walls,both
461,0.30434782608695654,walls,both
462,0.03333333333333333,walls,both
463,0.23333333333333334,walls,both
465,0.5384615384615384,walls,both
466,0.16666666666666666,walls,both
467,0.25,walls,both
468,0.08333333333333333,walls,both
469,0.23076923076923078,walls,both
470,0.18518518518518517,walls,both
472,0.2962962962962963,walls,both
473,0.25,walls,both
474,0.12,walls,both
475,0.09090909090909091,walls,both
476,0.17647058823529413,walls,both
477,0.09090909090909091,walls,both
478,0.5,walls,both
480,0.42857142857142855,walls,both
482,0.4666666666666667,walls,both
483,0.5135135135135135,walls,both
485,0.3125,walls,both
486,0.21052631578947367,walls,both
487,0.24,walls,both
488,0.16129032258064516,walls,both
489,0.16129032258064516,walls,both
491,0.34782608695652173,walls,both
492,0.20930232558139536,walls,both
494,0.48,walls,both
495,0.25,walls,both
496,0.13333333333333333,walls,both
498,0.16129032258064516,walls,both
